Country,Year,Date,Holiday Name,Holiday Type,Weekday,Where It is Observed
uk,2020,2020-04-23,Shakespeare Day,Observance,Thursday,
uk,2020,2020-04-29,Yom HaAtzmaut,Jewish holiday,Wednesday,
uk,2020,2020-05-04,Early May Bank Holiday,Bank holiday,Monday,
uk,2020,2020-05-09,Liberation Day,Local Bank Holiday,Saturday,"Guernsey, Jersey"
uk,2020,2020-05-12,Lag B'Omer,Jewish holiday,Tuesday,
uk,2020,2020-05-19,Laylat al-Qadr (Night of Destiny),Muslim,Tuesday,
uk,2020,2020-05-21,Ascension Day,Christian,Thursday,
uk,2020,2020-05-24,Eid-al-Fitr,Muslim,Sunday,
uk,2020,2020-05-25,Spring Bank Holiday,Bank holiday,Monday,
uk,2020,2020-05-29,Shavuot,Jewish holiday,Friday,
uk,2020,2020-05-31,Pentecost,Christian,Sunday,
uk,2020,2020-06-01,Whit Monday,Christian,Monday,
uk,2020,2020-06-07,Trinity Sunday,Christian,Sunday,
uk,2020,2020-06-11,Corpus Christi,Christian,Thursday,
uk,2020,2020-06-13,Queen's Birthday,Observance,Saturday,
uk,2020,2020-06-20,June Solstice,Season,Saturday,
uk,2020,2020-06-21,Father's Day,Observance,Sunday,
uk,2020,2020-07-12,Battle of the Boyne,Local Bank Holiday,Sunday,Northern Ireland
uk,2020,2020-07-13,Battle of the Boyne observed,Local Bank Holiday,Monday,Northern Ireland
uk,2020,2020-07-30,Tisha B'Av,Jewish holiday,Thursday,
uk,2020,2020-07-31,Eid-al-Adha,Muslim,Friday,
uk,2020,2020-08-03,Raksha Bandhan,Hindu Holiday,Monday,
uk,2020,2020-08-03,Summer Bank Holiday,Common Local holidays,Monday,Scotland
uk,2020,2020-08-11,Janmashtami,Hindu Holiday,Tuesday,
uk,2020,2020-08-15,Assumption of Mary,Christian,Saturday,
uk,2020,2020-08-20,Muharram/Islamic New Year,Muslim,Thursday,
uk,2020,2020-08-22,Ganesh Chaturthi,Hindu Holiday,Saturday,
uk,2020,2020-08-31,Summer Bank Holiday,Common Local holidays,Monday,"ENG, Guernsey, Jersey, NIR, WAL"
uk,2020,2020-09-19,Rosh Hashana,Jewish holiday,Saturday,
uk,2020,2020-09-22,September equinox,Season,Tuesday,
uk,2020,2020-09-28,Yom Kippur,Jewish holiday,Monday,
uk,2020,2020-10-03,First day of Sukkot,Jewish holiday,Saturday,
uk,2020,2020-10-04,Feast of St Francis of Assisi,Christian,Sunday,
uk,2020,2020-10-09,Last day of Sukkot,Jewish holiday,Friday,
uk,2020,2020-10-10,Shmini Atzeret,Jewish holiday,Saturday,
uk,2020,2020-10-11,Simchat Torah,Jewish holiday,Sunday,
uk,2020,2020-10-17,Navaratri,Hindu Holiday,Saturday,
uk,2020,2020-10-25,Dussehra,Hindu Holiday,Sunday,
uk,2020,2020-10-25,Daylight Saving Time ends,Clock change/Daylight Saving Time,Sunday,
uk,2020,2020-10-29,Prophet's Birthday,Muslim,Thursday,
uk,2020,2020-10-31,Halloween,Observance,Saturday,
uk,2020,2020-11-01,All Saints' Day,Christian,Sunday,
uk,2020,2020-11-02,All Souls' Day,Christian,Monday,
uk,2020,2020-11-05,Guy Fawkes Day,Observance,Thursday,
uk,2020,2020-11-08,Remembrance Sunday,Observance,Sunday,
uk,2020,2020-11-14,Diwali/Deepavali,Observance,Saturday,
uk,2020,2020-11-29,First Sunday of Advent,Observance,Sunday,
uk,2020,2020-11-30,St Andrew's Day,Local Bank Holiday,Monday,Scotland
uk,2020,2020-12-08,Feast of the Immaculate Conception,Christian,Tuesday,
uk,2020,2020-12-11,First Day of Hanukkah,Jewish holiday,Friday,
uk,2020,2020-12-18,Last day of Hanukkah,Jewish holiday,Friday,
uk,2020,2020-12-21,December Solstice,Season,Monday,
uk,2020,2020-12-24,Christmas Eve,Observance,Thursday,
uk,2020,2020-12-25,Christmas Day,Bank holiday,Friday,
uk,2020,2020-12-28,Boxing Day,Bank holiday,Monday,
uk,2020,2020-12-28,Bank Holiday,Bank holiday,Monday,
uk,2020,2020-12-31,New Year's Eve,Observance,Thursday,
us,2017,2017-01-01,Last Day of Chanukah,Jewish holiday,Sunday,
us,2017,2017-01-01,New Year's Day,Federal Holiday,Sunday,
us,2017,2017-01-02,New Year's Day observed,Federal Holiday,Monday,
us,2017,2017-01-04,World Braille Day,Worldwide observance,Wednesday,
us,2017,2017-01-06,Epiphany,Christian,Friday,
us,2017,2017-01-07,Orthodox Christmas Day,Orthodox,Saturday,
us,2017,2017-01-07,International Programmers' Day,Worldwide observance,Saturday,
us,2017,2017-01-13,Friday the 13th,Worldwide observance,Friday,
us,2017,2017-01-13,Lee Jackson Day,State holiday,Friday,Virginia
us,2017,2017-01-13,Stephen Foster Memorial Day,Observance,Friday,
us,2017,2017-01-14,Orthodox New Year,Orthodox,Saturday,
us,2017,2017-01-15,World Religion Day,Worldwide observance,Sunday,
us,2017,2017-01-16,Martin Luther King Jr. Day,Federal Holiday,Monday,
us,2017,2017-01-16,Robert E Lee's Birthday,State holiday,Monday,"Alabama, Arkansas"
us,2017,2017-01-16,State Holiday,State holiday,Monday,Mississippi
us,2017,2017-01-16,Idaho Human Rights Day,State holiday,Monday,Idaho
us,2017,2017-01-16,Civil Rights Day,State holiday,Monday,"Arizona, New Hampshire"
us,2017,2017-01-19,Robert E Lee's Birthday,State holiday,Thursday,Florida
us,2017,2017-01-19,State Holiday,State holiday,Thursday,Texas
us,2017,2017-01-20,Inauguration Day,State holiday,Friday,"DC, LA, MD, VA"
us,2017,2017-01-26,International Customs Day,Worldwide observance,Thursday,
us,2017,2017-01-27,International Day of Commemoration in Memory of the Victims of the Holocaust,United Nations observance,Friday,
us,2017,2017-01-28,Chinese New Year,Observance,Saturday,
us,2017,2017-01-29,World Leprosy Day,Worldwide observance,Sunday,
us,2017,2017-01-29,Kansas Day,Observance,Sunday,
us,2017,2017-02-01,National Freedom Day,Observance,Wednesday,
us,2017,2017-02-02,World Wetlands Day,Worldwide observance,Thursday,
us,2017,2017-02-02,Groundhog Day,Observance,Thursday,
us,2017,2017-02-03,National Wear Red Day,Observance,Friday,
us,2017,2017-02-04,World Cancer Day,United Nations observance,Saturday,
us,2017,2017-02-04,Rosa Parks Day,Local observance,Saturday,"California, Ohio"
us,2017,2017-02-06,International Day of Zero Tolerance for Female Genital Mutilation,United Nations observance,Monday,
us,2017,2017-02-11,Tu Bishvat/Tu B'Shevat,Jewish holiday,Saturday,
us,2017,2017-02-11,International Day of Women and Girls in Science,United Nations observance,Saturday,
us,2017,2017-02-11,World Day of the Sick,Worldwide observance,Saturday,
us,2017,2017-02-12,Lincoln's Birthday,State holiday,Sunday,"CT, IL, MO, NY"
us,2017,2017-02-12,Lincoln's Birthday,Local observance,Sunday,Florida
us,2017,2017-02-13,World Radio Day,United Nations observance,Monday,
us,2017,2017-02-13,Lincoln's Birthday observed,State holiday,Monday,"CT, IL, MO, NY"
us,2017,2017-02-14,Valentine's Day,Observance,Tuesday,
us,2017,2017-02-14,Statehood Day in Arizona,Local observance,Tuesday,Arizona
us,2017,2017-02-15,Susan B Anthony's Birthday,Local observance,Wednesday,"CA, FL, NY, WI"
us,2017,2017-02-16,Elizabeth Peratrovich Day,Local observance,Thursday,Alaska
us,2017,2017-02-20,World Day of Social Justice,United Nations observance,Monday,
us,2017,2017-02-20,Presidents' Day,Federal Holiday,Monday,
us,2017,2017-02-20,Daisy Gatson Bates Day,State holiday,Monday,Arkansas
us,2017,2017-02-21,International Mother Language Day,United Nations observance,Tuesday,
us,2017,2017-02-24,Maha Shivaratri,Hindu Holiday,Friday,
us,2017,2017-02-28,Shrove Tuesday/Mardi Gras,State holiday,Tuesday,"Alabama, Louisiana"
us,2017,2017-02-28,Shrove Tuesday/Mardi Gras,Observance,Tuesday,
us,2017,2017-02-28,Shrove Tuesday/Mardi Gras,Local observance,Tuesday,Florida
us,2017,2017-02-28,Linus Pauling Day,Local observance,Tuesday,Oregon
us,2017,2017-03-01,Ash Wednesday,Christian,Wednesday,
us,2017,2017-03-01,Zero Discrimination Day,United Nations observance,Wednesday,
us,2017,2017-03-01,Self-Injury Awareness Day,Worldwide observance,Wednesday,
us,2017,2017-03-01,St. David's Day,Observance,Wednesday,
us,2017,2017-03-02,Texas Independence Day,State holiday,Thursday,Texas
us,2017,2017-03-02,Read Across America Day,Observance,Thursday,
us,2017,2017-03-03,World Wildlife Day,United Nations observance,Friday,
us,2017,2017-03-03,Employee Appreciation Day,Observance,Friday,
us,2017,2017-03-06,Casimir Pulaski Day,State holiday,Monday,Illinois
us,2017,2017-03-07,Town Meeting Day Vermont,State holiday,Tuesday,
us,2017,2017-03-08,International Women's Day,United Nations observance,Wednesday,
us,2017,2017-03-09,World Kidney Day,Worldwide observance,Thursday,
us,2017,2017-03-12,Holi,Hindu Holiday,Sunday,
us,2017,2017-03-12,Purim,Jewish holiday,Sunday,
us,2017,2017-03-12,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
us,2017,2017-03-17,St. Patrick's Day,Observance,Friday,
us,2017,2017-03-17,Evacuation Day,State holiday,Friday,Massachusetts
us,2017,2017-03-20,March equinox,Season,Monday,
us,2017,2017-03-20,International Day of Happiness,United Nations observance,Monday,
us,2017,2017-03-21,International Day for the Elimination of Racial Discrimination,United Nations observance,Tuesday,
us,2017,2017-03-21,World Poetry Day,United Nations observance,Tuesday,
us,2017,2017-03-21,International Day of Nowruz,United Nations observance,Tuesday,
us,2017,2017-03-21,World Down Syndrome Day,United Nations observance,Tuesday,
us,2017,2017-03-21,International Day of Forests,United Nations observance,Tuesday,
us,2017,2017-03-22,World Water Day,United Nations observance,Wednesday,
us,2017,2017-03-23,World Meteorological Day,United Nations observance,Thursday,
us,2017,2017-03-24,World Tuberculosis Day,United Nations observance,Friday,
us,2017,2017-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,United Nations observance,Friday,
us,2017,2017-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,United Nations observance,Saturday,
us,2017,2017-03-25,International Day of Solidarity with Detained and Missing Staff Members,United Nations observance,Saturday,
us,2017,2017-03-25,Earth Hour,Worldwide observance,Saturday,
us,2017,2017-03-25,Maryland Day,Local observance,Saturday,Maryland
us,2017,2017-03-26,Prince Jonah Kuhio Kalanianaole Day,State holiday,Sunday,Hawaii
us,2017,2017-03-27,Prince Jonah Kuhio Kalanianaole Day observed,State holiday,Monday,Hawaii
us,2017,2017-03-27,Seward's Day,State holiday,Monday,Alaska
us,2017,2017-03-31,C¨¦sar Ch¨¢vez Day,State holiday,Friday,"CA, CO*, TX*"
us,2017,2017-04-01,April Fool's Day,Worldwide observance,Saturday,
us,2017,2017-04-02,World Autism Awareness Day,United Nations observance,Sunday,
us,2017,2017-04-02,Pascua Florida Day,Local observance,Sunday,Florida
us,2017,2017-04-03,Pascua Florida Day observed,Local observance,Monday,Florida
us,2017,2017-04-04,United Nations' Mine Awareness Day,United Nations observance,Tuesday,
us,2017,2017-04-06,International Day of Sport for Development and Peace,United Nations observance,Thursday,
us,2017,2017-04-06,National Tartan Day,Observance,Thursday,
us,2017,2017-04-07,United Nations' World Health Day,United Nations observance,Friday,
us,2017,2017-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,United Nations observance,Friday,
us,2017,2017-04-09,Palm Sunday,Christian,Sunday,
us,2017,2017-04-11,Passover (first day),Jewish holiday,Tuesday,
us,2017,2017-04-11,National Library Workers' Day,Observance,Tuesday,
us,2017,2017-04-12,International Day of Human Space Flight,United Nations observance,Wednesday,
us,2017,2017-04-13,Maundy Thursday,Christian,Thursday,
us,2017,2017-04-13,Thomas Jefferson's Birthday,Observance,Thursday,
us,2017,2017-04-14,Orthodox Good Friday,Orthodox,Friday,
us,2017,2017-04-14,Good Friday,State holiday,Friday,13 states
us,2017,2017-04-15,Holy Saturday,Christian,Saturday,
us,2017,2017-04-15,Orthodox Holy Saturday,Orthodox,Saturday,
us,2017,2017-04-15,Father Damien Day,Local observance,Saturday,Hawaii
us,2017,2017-04-16,Orthodox Easter,Orthodox,Sunday,
us,2017,2017-04-16,Easter Sunday,"Observance, Christian",Sunday,
us,2017,2017-04-16,Emancipation Day,State holiday,Sunday,District of Columbia
us,2017,2017-04-17,Orthodox Easter Monday,Orthodox,Monday,
us,2017,2017-04-17,Easter Monday,Christian,Monday,
us,2017,2017-04-17,Emancipation Day observed,State holiday,Monday,District of Columbia
us,2017,2017-04-17,Patriot's Day,State holiday,Monday,"Maine, Massachusetts"
us,2017,2017-04-18,Last Day of Passover,Jewish holiday,Tuesday,
us,2017,2017-04-18,International Day for Monuments and Sites,Worldwide observance,Tuesday,
us,2017,2017-04-18,Tax Day,Observance,Tuesday,
us,2017,2017-04-20,Chinese Language Day,United Nations observance,Thursday,
us,2017,2017-04-21,Global Youth Service Day,Worldwide observance,Friday,
us,2017,2017-04-21,San Jacinto Day,State holiday,Friday,Texas
us,2017,2017-04-22,Earth Day,United Nations observance,Saturday,
us,2017,2017-04-22,Oklahoma Day,Local observance,Saturday,Oklahoma
us,2017,2017-04-23,World Book and Copyright Day,United Nations observance,Sunday,
us,2017,2017-04-23,English Language Day,United Nations observance,Sunday,
us,2017,2017-04-24,Yom HaShoah,Jewish holiday,Monday,
us,2017,2017-04-24,Isra and Mi'raj,Muslim,Monday,
us,2017,2017-04-24,Confederate Memorial Day,State holiday,Monday,"Alabama, Florida"
us,2017,2017-04-24,State Holiday,State holiday,Monday,Georgia
us,2017,2017-04-24,State Holiday,State holiday,Monday,Mississippi
us,2017,2017-04-25,World Malaria Day,United Nations observance,Tuesday,
us,2017,2017-04-26,World Intellectual Property Day,United Nations observance,Wednesday,
us,2017,2017-04-26,International Chernobyl Disaster Remembrance Day,United Nations observance,Wednesday,
us,2017,2017-04-26,State Holiday,Local observance,Wednesday,Florida
us,2017,2017-04-26,Administrative Professionals Day,Observance,Wednesday,
us,2017,2017-04-27,Take our Daughters and Sons to Work Day,Observance,Thursday,
us,2017,2017-04-28,World Day for Safety and Health at Work,United Nations observance,Friday,
us,2017,2017-04-28,Arbor Day,State holiday,Friday,Nebraska
us,2017,2017-04-29,Day of Remembrance for all Victims of Chemical Warfare,United Nations observance,Saturday,
us,2017,2017-04-30,International Jazz Day,United Nations observance,Sunday,
us,2017,2017-05-01,Law Day,Observance,Monday,
us,2017,2017-05-01,Loyalty Day,Observance,Monday,
